date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:18:29	484758/484758	---M-Z	200	added ('OK')	text/css	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.5.5	./hrstreams/amisign.com/wp-content/plugins/js_composer/assets/css/js_composer.min24b2.css	(from https://amisign.com/)
17:18:30	10056/10056	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2020%20May%202016%2011:41:28%20GMT	https://amisign.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	./hrstreams/amisign.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://amisign.com/)
17:18:32	96874/96874	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2005%20Sep%202019%2001:59:48%20GMT	https://amisign.com/wp-includes/js/jquery/jquery.js?ver=1.12.4	./hrstreams/amisign.com/wp-includes/js/jquery/jqueryb8ff.js	(from https://amisign.com/)
17:18:36	64949/64949	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js?ver=5.4.8	./hrstreams/amisign.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min23da.js	(from https://amisign.com/)
17:18:37	36868/36868	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/js/bootstrap.min.js?ver=3.3.2	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/js/bootstrap.mind617.js	(from https://amisign.com/)
17:18:38	46281/46281	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/js/jquery.magnific-popup.min.js?ver=1.0.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/js/jquery.magnific-popup.min8a54.js	(from https://amisign.com/)
17:18:38	806/806	---M-Z	200	added ('OK')	text/xml	date:Sat,%2019%20Oct%202024%2011:48:38%20GMT	https://amisign.com/xmlrpc.php?rsd	./hrstreams/amisign.com/xmlrpc0db0.php	(from https://amisign.com/)
17:18:39	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Thu,%2012%20Dec%202013%2001:19:12%20GMT	https://amisign.com/wp-includes/wlwmanifest.xml	./hrstreams/amisign.com/wp-includes/wlwmanifest.xml	(from https://amisign.com/)
17:18:40	55891/55891	---MCZ	200	added ('OK')	application/json	date:Sat,%2019%20Oct%202024%2011:48:39%20GMT	https://amisign.com/wp-json/	./hrstreams/amisign.com/wp-json/index.html	(from https://amisign.com/)
17:18:41	2203/2203	---M-Z	200	added ('OK')	application/json	date:Sat,%2019%20Oct%202024%2011:48:41%20GMT	https://amisign.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Famisign.com%2F	./hrstreams/amisign.com/wp-json/oembed/1.0/embedc99b.json	(from https://amisign.com/)
17:18:42	2298/2298	---M-Z	200	added ('OK')	text/xml	date:Sat,%2019%20Oct%202024%2011:48:42%20GMT	https://amisign.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Famisign.com%2F&format=xml	./hrstreams/amisign.com/wp-json/oembed/1.0/embeddc7b	(from https://amisign.com/)
17:18:43	1/1	---M-Z	400	error ('Bad%20Request')	text/html	date:Sat,%2019%20Oct%202024%2011:48:43%20GMT	https://amisign.com/wp-admin/admin-ajax.php	./hrstreams/amisign.com/wp-admin/admin-ajax.php	(from https://amisign.com/)
17:18:43	1325/1325	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2018/11/cropped-amicon1-32x32.png	./hrstreams/amisign.com/wp-content/uploads/2018/11/cropped-amicon1-32x32.png	(from https://amisign.com/)
17:18:44	13061/13061	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2018/11/cropped-amicon1-192x192.png	./hrstreams/amisign.com/wp-content/uploads/2018/11/cropped-amicon1-192x192.png	(from https://amisign.com/)
17:18:45	18080/18080	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2018/11/cropped-amicon1-180x180.png	./hrstreams/amisign.com/wp-content/uploads/2018/11/cropped-amicon1-180x180.png	(from https://amisign.com/)
17:18:49	87645/87645	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2018/11/hrstreams.svg	./hrstreams/amisign.com/wp-content/uploads/2018/11/hrstreams.svg	(from https://amisign.com/)
17:18:49	33845/33845	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:49%20GMT	https://amisign.com/forgot-password/	./hrstreams/amisign.com/forgot-password/index.html	(from https://amisign.com/)
17:18:49	41969/41969	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:49%20GMT	https://amisign.com/register/	./hrstreams/amisign.com/register/index.html	(from https://amisign.com/)
17:18:49	2123/2123	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2016/10/process_icon3.png	./hrstreams/amisign.com/wp-content/uploads/2016/10/process_icon3.png	(from https://amisign.com/)
17:18:50	1070/1070	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2016/10/process_icon2.png	./hrstreams/amisign.com/wp-content/uploads/2016/10/process_icon2.png	(from https://amisign.com/)
17:18:52	50992/50992	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:51%20GMT	https://amisign.com/industry-standard/	./hrstreams/amisign.com/industry-standard/index.html	(from https://amisign.com/)
17:18:52	45602/45602	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:52%20GMT	https://amisign.com/jobs/	./hrstreams/amisign.com/jobs/index.html	(from https://amisign.com/)
17:18:52	51659/51659	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:52%20GMT	https://amisign.com/about/	./hrstreams/amisign.com/about/index.html	(from https://amisign.com/)
17:18:52	1603/1603	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2016/10/process_icon1.png	./hrstreams/amisign.com/wp-content/uploads/2016/10/process_icon1.png	(from https://amisign.com/)
17:18:52	255563/255563	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2018/11/2-1-1.jpg	./hrstreams/amisign.com/wp-content/uploads/2018/11/2-1-1.jpg	(from https://amisign.com/)
17:18:54	45755/45755	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:53%20GMT	https://amisign.com/?s=java&post_type=jobboard-post-jobs	./hrstreams/amisign.com/indexeb6b.html	(from https://amisign.com/)
17:18:54	40664/40664	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:53%20GMT	https://amisign.com/contact/	./hrstreams/amisign.com/contact/index.html	(from https://amisign.com/)
17:18:54	45790/45790	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:53%20GMT	https://amisign.com/?s=developer&post_type=jobboard-post-jobs	./hrstreams/amisign.com/index0505.html	(from https://amisign.com/)
17:18:55	51224/51224	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2016/10/image-profile.jpg	./hrstreams/amisign.com/wp-content/uploads/2016/10/image-profile.jpg	(from https://amisign.com/)
17:18:55	45783/45783	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:54%20GMT	https://amisign.com/?s=software&post_type=jobboard-post-jobs	./hrstreams/amisign.com/indexc043.html	(from https://amisign.com/)
17:18:56	75438/75438	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2016/10/image-CV.jpg	./hrstreams/amisign.com/wp-content/uploads/2016/10/image-CV.jpg	(from https://amisign.com/)
17:18:56	45755/45755	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:55%20GMT	https://amisign.com/?s=test&post_type=jobboard-post-jobs	./hrstreams/amisign.com/index196c.html	(from https://amisign.com/)
17:18:56	44253/44253	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:56%20GMT	https://amisign.com/?s=testengineer&post_type=jobboard-post-jobs	./hrstreams/amisign.com/index361a.html	(from https://amisign.com/)
17:18:57	45451/45451	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/uploads/2016/11/Testimonial_4.jpg	./hrstreams/amisign.com/wp-content/uploads/2016/11/Testimonial_4.jpg	(from https://amisign.com/)
17:18:58	45677/45677	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:57%20GMT	https://amisign.com/location/bangalore/	./hrstreams/amisign.com/location/bangalore/index.html	(from https://amisign.com/)
17:18:58	44451/44451	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Oct%202024%2011:48:57%20GMT	https://amisign.com/job/technical-architect-api-platform/	./hrstreams/amisign.com/job/technical-architect-api-platform/index.html	(from https://amisign.com/)
17:18:58	3655/3655	---M-Z	200	added ('OK')	text/css	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/css/owl.carousel.css?ver=2.0.0b	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/css/owl.carousel30b5.css	(from https://amisign.com/)
17:18:59	14710/14710	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.0.4	./hrstreams/amisign.com/wp-content/plugins/contact-form-7/includes/js/scripts5560.js	(from https://amisign.com/)
17:19:00	5339/5339	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/jobboard-deadline/assets/js/jquery.countdown.min.js?ver=2.2.0	./hrstreams/amisign.com/wp-content/plugins/jobboard-deadline/assets/js/jquery.countdown.min3601.js	(from https://amisign.com/)
17:19:01	590/590	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/jobboard-deadline/assets/js/jobboard-deadline.js?ver=1729338483	./hrstreams/amisign.com/wp-content/plugins/jobboard-deadline/assets/js/jobboard-deadline9b74.js	(from https://amisign.com/)
17:19:02	66843/66843	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/jobboard/assets/libs/select2/select2.min.js?ver=4.0.3	./hrstreams/amisign.com/wp-content/plugins/jobboard/assets/libs/select2/select2.minfa0c.js	(from https://amisign.com/)
17:19:03	1835/1835	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/jobboard/assets/libs/select2/classie.js?ver=1729338483	./hrstreams/amisign.com/wp-content/plugins/jobboard/assets/libs/select2/classie9b74.js	(from https://amisign.com/)
17:19:04	628/628	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/jobboard/assets/libs/modal-effects/modal-effects.js?ver=1729338483	./hrstreams/amisign.com/wp-content/plugins/jobboard/assets/libs/modal-effects/modal-effects9b74.js	(from https://amisign.com/)
17:19:05	9699/9699	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/jobboard/assets/js/jobboard.js?ver=1729338483	./hrstreams/amisign.com/wp-content/plugins/jobboard/assets/js/jobboard9b74.js	(from https://amisign.com/)
17:19:06	19368/19368	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/news-twitter/js/jquery.bxslider.min.js?ver=4.1.2	./hrstreams/amisign.com/wp-content/plugins/news-twitter/js/jquery.bxslider.min8aee.js	(from https://amisign.com/)
17:19:08	708/708	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/news-twitter/js/news-twitter.js?ver=1.0.0	./hrstreams/amisign.com/wp-content/plugins/news-twitter/js/news-twitter8a54.js	(from https://amisign.com/)
17:19:09	11219/11219	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/js/main.js?ver=1.0.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/js/main8a54.js	(from https://amisign.com/)
17:19:09	1162/1162	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/js/menu.js?ver=1.0.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/js/menu8a54.js	(from https://amisign.com/)
17:19:10	3045/3045	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/js/jquery.matchHeight-min.js?ver=1.0.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/js/jquery.matchHeight-min8a54.js	(from https://amisign.com/)
17:19:11	17956/17956	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/js/enscroll.js?ver=1.0.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/js/enscroll8a54.js	(from https://amisign.com/)
17:19:12	1089/1089	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/newsletter/subscription/validate.js?ver=5.7.1	./hrstreams/amisign.com/wp-content/plugins/newsletter/subscription/validatea78f.js	(from https://amisign.com/)
17:19:13	1443/1443	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2017%20May%202023%2001:30:13%20GMT	https://amisign.com/wp-includes/js/wp-embed.min.js?ver=4.9.26	./hrstreams/amisign.com/wp-includes/js/wp-embed.min092c.js	(from https://amisign.com/)
17:19:14	19706/19706	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=5.5.5	./hrstreams/amisign.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min24b2.js	(from https://amisign.com/)
17:19:15	77685/77685	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/js/owl.carousel.min.js?ver=2.0.0b	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/js/owl.carousel.min30b5.js	(from https://amisign.com/)
17:19:16	1189/1189	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/inc/elements/jobboard/cms-jobs.js?ver=1.0.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/inc/elements/jobboard/cms-jobs8a54.js	(from https://amisign.com/)
17:19:17	1625/1625	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20Nov%202018%2018:50:31%20GMT	https://amisign.com/wp-content/themes/wp-recruitment/assets/js/owl.carousel.cms.js?ver=1.0.0	./hrstreams/amisign.com/wp-content/themes/wp-recruitment/assets/js/owl.carousel.cms8a54.js	(from https://amisign.com/)
17:19:18	847/847	---M--	200	added ('OK')	image/gif	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	./hrstreams/amisign.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://amisign.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.0.4)
17:19:19	22449/22449	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2019%20Mar%202016%2001:56:26%20GMT	https://amisign.com/wp-includes/fonts/dashicons.eot	./hrstreams/amisign.com/wp-includes/fonts/dashicons.eot	(from https://amisign.com/wp-includes/css/dashicons.min.css?ver=4.9.26)
17:19:20	30611/30611	---M-Z	200	added ('OK')	text/css	date:Fri,%2030%20Nov%202018%2018:50:35%20GMT	https://amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.5.5	./hrstreams/amisign.com/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min24b2.css	(from https://amisign.com/)
17:19:21	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.eot?5510888	./hrstreams/amisign.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.eot	(from https://amisign.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
17:19:22	7536/7536	---M--	200	added ('OK')	font/woff	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	./hrstreams/amisign.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from https://amisign.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
17:19:23	11968/11968	---M--	200	added ('OK')	font/ttf	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	./hrstreams/amisign.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from https://amisign.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
17:19:23	13797/13797	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	./hrstreams/amisign.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from https://amisign.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
17:19:24	326/326	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/revslider/public/assets/css/openhand.cur	./hrstreams/amisign.com/wp-content/plugins/revslider/public/assets/css/openhand.cur	(from https://amisign.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
17:19:25	326/326	---M--	200	added ('OK')	application/octet-stream	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/revslider/public/assets/css/closedhand.cur	./hrstreams/amisign.com/wp-content/plugins/revslider/public/assets/css/closedhand.cur	(from https://amisign.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
17:19:28	933/933	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	./hrstreams/amisign.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://amisign.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
17:19:29	951/951	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	./hrstreams/amisign.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://amisign.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
17:19:29	938/938	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2018:50:34%20GMT	https://amisign.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	./hrstreams/amisign.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://amisign.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8)
